id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,weekend_availability_rate,weekday_availability_rate,num_reviews_bin
224612,2011-09-16,a few days or more,0.0,0.0,True,1.0,1.0,True,True,Sisli,41.05758,28.99082,Entire condo,Entire home/apt,2,1.0,1.0,3.0,"[""Extra pillows and blankets"", ""Dishwasher"", ""Cooking basics"", ""TV with standard cable"", ""Iron"", ""Body soap"", ""Wifi"", ""Coffee maker"", ""Freezer"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Blender"", ""Hair dryer"", ""Clothing storage"", ""Essentials"", ""Refrigerator"", ""Heating"", ""Shampoo"", ""Coffee"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",2051.0,100,660,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,0.985645933014354,0.0
618156,2012-07-20,within an hour,98.0,100.0,True,12.0,13.0,True,True,Fatih,41.00417,28.96604,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Housekeeping available every day"", ""TV with standard cable"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Long term stays allowed"", ""Crib"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Microwave"", ""Hair dryer"", ""Bidet"", ""Dining table"", ""Cleaning products"", ""Essentials"", ""Air conditioning"", ""Paid parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Dishes and silverware"", ""Stove"", ""Hot water kettle""]",1793.0,1,1125,4.44,4.55,4.64,4.59,4.71,4.43,4.48,True,12,12,0,0,0.9807692307692308,0.9808612440191388,6.0
630800,2011-04-05,within a few hours,100.0,91.0,True,2.0,2.0,True,True,Beyoglu,41.0326036,28.9849761,Entire rental unit,Entire home/apt,3,1.0,2.0,4.0,"[""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""55 inch HDTV with premium cable, standard cable"", ""Free washer \u2013 In unit"", ""Iron"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Lockbox"", ""Hot water"", ""Kitchen"", ""Siemens stainless steel electric stove"", ""Hangers"", ""Free parking on premises"", ""Pets allowed"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Garden view"", ""Fast wifi \u2013 57 Mbps"", ""Paid parking garage off premises"", ""Essentials"", ""Mosquito net"", ""Smoke alarm"", ""Refrigerator"", ""Clothing storage: closet, wardrobe, and dresser"", ""Courtyard view"", ""Self check-in"", ""Heating"", ""AC - split type ductless system"", ""Free street parking"", ""Dishes and silverware"", ""Bed linens""]",1994.0,110,1125,4.72,4.64,4.57,4.74,4.9,4.79,4.58,True,2,2,0,0,1.0,1.0,6.0
638542,2012-06-12,within an hour,100.0,100.0,True,5.0,7.0,True,True,Beyoglu,41.027791,28.976387,Entire loft,Entire home/apt,8,2.0,3.0,4.0,"[""Room-darkening shades"", ""Wine glasses"", ""P&G Products conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Clothing storage: wardrobe and dresser"", ""Freezer"", ""P&G Products body soap"", ""Hot water kettle"", ""Dining table"", ""Host greets you"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib"", ""Central air conditioning"", ""Baking sheet"", ""Toaster"", ""Hangers"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Elevator"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Paid parking garage off premises"", ""50 inch HDTV with Netflix, standard cable"", ""First aid kit"", ""Mosquito net"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Cooking basics"", ""P&G Products shampoo"", ""Crib - available upon request"", ""Shared gym nearby"", ""Pets allowed"", ""Hot water"", ""Microwave"", ""Fast wifi \u2013 75 Mbps"", ""Dishwasher"", ""Exercise equipment: yoga mat"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""High chair"", ""Shower gel"", ""Bosch stainless steel gas stove"", ""Bed linens"", ""Samsung refrigerator"", ""Bosch stainless steel oven"", ""Coffee maker: drip coffee maker"", ""Trash compactor"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dishes and silverware"", ""Sony + Definitive sound system with Bluetooth and aux"", ""Luggage dropoff allowed"", ""Bidet"", ""Central heating""]",14139.0,4,60,4.94,4.93,4.87,4.97,4.99,4.98,4.83,True,5,5,0,0,0.3057324840764331,0.3173076923076923,6.0
646784,2012-08-13,a few days or more,0.0,82.0,True,4.0,20.0,True,True,Beyoglu,41.02429,28.97383,Entire serviced apartment,Entire home/apt,6,1.0,3.0,4.0,"[""Extra pillows and blankets"", ""Host greets you"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib"", ""Outdoor dining area"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Essentials"", ""Iron"", ""Oven"", ""Outdoor furniture"", ""Fire extinguisher"", ""Refrigerator"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Pets allowed"", ""50 inch HDTV with standard cable"", ""Hot water"", ""Changing table"", ""Wifi"", ""Dishwasher"", ""Shared patio or balcony"", ""Free washer \u2013 In unit"", ""High chair"", ""Sea view"", ""City skyline view"", ""Bed linens"", ""Coffee maker"", ""Free street parking"", ""Bathtub"", ""Heating"", ""Shared hot tub"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Fireplace guards"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Paid parking off premises""]",7971.0,100,365,4.69,4.68,4.88,4.68,4.72,4.94,4.49,True,4,4,0,0,1.0,1.0,6.0
652469,2012-03-07,a few days or more,0.0,88.0,True,1.0,1.0,True,True,Kadikoy,40.97529,29.05916,Entire rental unit,Entire home/apt,6,2.0,5.0,5.0,"[""Self check-in"", ""Extra pillows and blankets"", ""Dining table"", ""Building staff"", ""Toaster"", ""Children\u2019s books and toys"", ""Hangers"", ""Essentials"", ""Iron"", ""Oven"", ""Refrigerator"", ""Elevator"", ""Air conditioning"", ""Mosquito net"", ""Stove"", ""Cooking basics"", ""Pets allowed"", ""Hot water"", ""Wifi"", ""Washer"", ""Dishwasher"", ""Smoking allowed"", ""Free parking on premises"", ""Coffee maker"", ""Bed linens"", ""TV"", ""Free street parking"", ""Bathtub"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Dishes and silverware""]",6778.0,100,360,5.0,5.0,4.57,5.0,5.0,5.0,5.0,True,1,1,0,0,1.0,0.985645933014354,3.0
657009,2012-07-27,a few days or more,0.0,88.0,True,1.0,3.0,True,True,Fatih,41.00661,28.98383,Camper/RV,Entire home/apt,3,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Stainless steel stove"", ""Drying rack for clothing"", ""Body soap"", ""Long term stays allowed"", ""Lake access"", ""Fire extinguisher"", ""Mini fridge"", ""Clothing storage: closet"", ""Shower gel"", ""Bluetooth sound system"", ""Kitchen"", ""Hangers"", ""Pets allowed"", ""Dedicated workspace"", ""Dining table"", ""Cleaning products"", ""Essentials"", ""Air conditioning"", ""Outdoor shower"", ""Refrigerator"", ""Host greets you"", ""Heating"", ""Shampoo"", ""Smoking allowed"", ""First aid kit"", ""Dishes and silverware"", ""Bed linens"", ""Beach access \u2013 Beachfront""]",4264.0,100,120,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
659314,2012-05-13,a few days or more,0.0,100.0,True,5.0,15.0,True,True,Fatih,41.02919,28.94835,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Dedicated workspace"", ""Building staff"", ""Hair dryer"", ""Pocket wifi"", ""Paid parking off premises"", ""Washer"", ""Essentials"", ""Paid parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Self check-in"", ""Heating"", ""Free street parking"", ""Ethernet connection"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Bed linens""]",2098.0,100,1125,4.32,4.25,4.44,4.6,4.6,4.33,4.35,True,3,3,0,0,0.4102564102564102,0.4114832535885167,6.0
253055,2011-07-22,within an hour,97.0,85.0,True,19.0,57.0,True,True,Beyoglu,41.03257751464844,28.98430061340332,Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,"[""Dishwasher"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Lake view"", ""City skyline view"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Coffee maker"", ""Oven"", ""Private patio or balcony"", ""Lockbox"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Bay view"", ""Microwave"", ""Dedicated workspace"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""TV"", ""Elevator"", ""Self check-in"", ""Heating"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Children\u2019s books and toys""]",2657.0,101,365,4.59,4.57,4.57,4.72,4.78,4.93,4.41,True,4,4,0,0,1.0,0.9952153110047848,6.0
254664,2025-01-01,unknown,0.0,0.0,True,1.0,1.0,True,True,Beyoglu,41.02435,28.97479,Entire rental unit,Entire home/apt,8,1.0,2.0,2.0,"[""Dryer"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Washer"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Kitchen""]",4662.0,100,760,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,0.9936305732484076,1.0,0.0
259206,2011-10-22,unknown,0.0,0.0,True,1.0,5.0,True,True,Sisli,41.06362,28.9933,Entire rental unit,Entire home/apt,5,1.0,4.0,4.0,"[""Patio or balcony"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Refrigerator"", ""Air conditioning"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Washer"", ""Dishwasher"", ""City skyline view"", ""TV"", ""Coffee maker"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Dedicated workspace"", ""Dishes and silverware"", ""Host greets you"", ""Paid parking off premises""]",2193.0,100,365,4.6,4.71,4.54,4.83,4.85,4.83,4.54,True,1,1,0,0,0.6369426751592356,0.6538461538461539,5.0
271439,2025-01-01,unknown,0.0,0.0,True,10.0,10.0,True,True,Beyoglu,41.02822,28.97447,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Host greets you"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Window AC unit"", ""Cooking basics"", ""Pets allowed"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Smoking allowed"", ""Bed linens"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Dishes and silverware"", ""Long term stays allowed"", ""Paid parking off premises""]",2065.0,100,800,4.69,4.66,4.66,4.75,4.81,4.86,4.63,True,10,6,4,0,1.0,1.0,6.0
282148,2011-12-04,within an hour,100.0,100.0,True,6.0,6.0,True,True,Beyoglu,41.02485,28.97338,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Microwave & Oven stainless steel oven"", ""Cleaning available during stay"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Free dryer \u2013 In building"", ""Freezer"", ""Hot water kettle"", ""Shared backyard \u2013 Fully fenced"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Babysitter recommendations"", ""Toaster"", ""Children\u2019s books and toys"", ""Sonos Bluetooth sound system"", ""Hangers"", ""Essentials"", ""Zeytuni (Natural Olive Oil ) body soap"", ""Iron"", ""Fire extinguisher"", ""Paid parking garage off premises"", ""Window AC unit"", ""First aid kit"", ""Coffee"", ""Teka stainless steel electric stove"", ""TV with Netflix, HBO Max, Disney+, Amazon Prime Video, Apple TV"", ""Cooking basics"", ""Ar\u00e7elik refrigerator"", ""Hot water"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Books and reading material"", ""High chair"", ""Shower gel"", ""Free washer \u2013 In building"", ""City skyline view"", ""Bed linens"", ""Coffee maker"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Crib"", ""Smoke alarm"", ""Dedicated workspace"", ""Zeytuni (Olive Oil) shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Host greets you"", ""Central heating""]",3730.0,101,1125,4.88,4.93,4.91,4.91,4.92,4.88,4.85,True,5,5,0,0,0.0254777070063694,0.0192307692307692,6.0
663291,2012-05-13,a few days or more,0.0,100.0,True,5.0,15.0,True,True,Fatih,41.02919,28.94835,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Paid street parking off premises"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Building staff"", ""Hair dryer"", ""Pocket wifi"", ""BBQ grill"", ""Essentials"", ""Free washer"", ""Smoke alarm"", ""Refrigerator"", ""Self check-in"", ""Heating"", ""Free street parking"", ""Ethernet connection"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dryer""]",3954.0,100,1125,4.58,4.56,4.52,4.75,4.7,4.4,4.55,True,3,3,0,0,0.6666666666666666,0.6602870813397129,6.0
688345,2012-09-09,a few days or more,0.0,88.0,True,1.0,2.0,True,True,Beyoglu,41.03148,28.98405,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Heating"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""TV""]",2177.0,100,365,5.0,5.0,5.0,4.0,5.0,5.0,5.0,True,1,0,1,0,1.0,1.0,1.0
691572,2012-06-05,within a few hours,100.0,100.0,True,10.0,14.0,True,True,Fatih,41.0304,28.94722,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Body soap"", ""Wifi"", ""Long term stays allowed"", ""Crib"", ""Mini fridge"", ""Central air conditioning"", ""Shower gel"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Oven"", ""Lockbox"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Pets allowed"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Smoke alarm"", ""Conditioner"", ""Refrigerator"", ""TV"", ""Books and reading material"", ""Self check-in"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dryer"", ""Wine glasses"", ""Hot water kettle""]",1970.0,3,1125,4.42,4.4,4.6,4.59,4.64,4.37,4.41,True,7,7,0,0,0.9807692307692308,0.985645933014354,5.0
718917,2012-01-14,within an hour,100.0,100.0,True,16.0,16.0,True,True,Beyoglu,41.03948,28.98233,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Iron"", ""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Building staff"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""Self check-in"", ""Heating"", ""Shampoo"", ""Bed linens"", ""Dryer""]",1839.0,1,1125,4.74,4.71,4.8,4.91,4.91,4.73,4.73,True,16,16,0,0,0.9935897435897436,0.9665071770334928,6.0
724513,2011-12-28,within an hour,100.0,100.0,True,8.0,8.0,True,True,Beykoz,41.176117,29.090576,Entire home,Entire home/apt,10,2.0,4.0,5.0,"[""Valley view"", ""Room-darkening shades"", ""Garden view"", ""Wine glasses"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Clothing storage: wardrobe and dresser"", ""Freezer"", ""Hot water kettle"", ""Dining table"", ""Host greets you"", ""Ethernet connection"", ""Outdoor dining area"", ""Baking sheet"", ""Dryer"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""HDTV"", ""Blender"", ""Fire pit"", ""Fire extinguisher"", ""Outdoor furniture"", ""Refrigerator"", ""Drying rack for clothing"", ""Hammock"", ""Window AC unit"", ""First aid kit"", ""Mosquito net"", ""Coffee"", ""Private patio or balcony"", ""Cooking basics"", ""BBQ grill: charcoal"", ""Pets allowed"", ""Hot water"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Barbecue utensils"", ""Smoking allowed"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Free washer \u2013 In unit"", ""Sea view"", ""High chair"", ""Coffee maker"", ""Bed linens"", ""Free street parking"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Kitchen"", ""Crib"", ""Dedicated workspace"", ""Fireplace guards"", ""Dishes and silverware"", ""Indoor fireplace"", ""Long term stays allowed"", ""Bidet"", ""Central heating""]",12586.0,101,1125,3.75,5.0,4.25,5.0,5.0,3.5,3.5,True,8,8,0,0,0.375796178343949,0.3798076923076923,2.0
741440,2025-01-01,unknown,0.0,0.0,True,10.0,10.0,True,True,Sisli,41.05107,28.98732,Entire loft,Entire home/apt,1,1.0,1.0,1.0,"[""Window AC unit"", ""Extra pillows and blankets"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""City skyline view"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Safe"", ""Shower gel"", ""Private patio or balcony"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Host greets you"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Smoking allowed"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dryer"", ""Hot water kettle""]",2161.0,100,1125,4.48,4.48,4.34,4.64,4.77,4.57,4.52,True,10,6,4,0,1.0,1.0,6.0
742074,2012-10-07,within an hour,100.0,96.0,True,7.0,9.0,True,True,Beyoglu,41.03187,28.97283,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,"[""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Free dryer \u2013 In building"", ""Wifi"", ""Fire extinguisher"", ""Coffee maker"", ""Hot water"", ""Free washer \u2013 In building"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Pets allowed"", ""Microwave"", ""Hair dryer"", ""Essentials"", ""Paid parking on premises"", ""Refrigerator"", ""Host greets you"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Smoking allowed"", ""Dishes and silverware"", ""Bed linens"", ""Gas stove""]",1285.0,2,90,4.43,4.51,4.38,4.85,4.8,4.81,4.42,True,7,7,0,0,0.532051282051282,0.5311004784688995,6.0
742078,2012-10-07,within an hour,100.0,96.0,True,7.0,9.0,True,True,Beyoglu,41.03178,28.97245,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,"[""Extra pillows and blankets"", ""Dryer"", ""Children\u2019s books and toys"", ""Children\u2019s dinnerware"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Gas stove"", ""Fire extinguisher"", ""Refrigerator"", ""Cooking basics"", ""Pets allowed"", ""Hot water"", ""Wifi"", ""Smoking allowed"", ""Free parking on premises"", ""Free washer \u2013 In building"", ""City skyline view"", ""Bed linens"", ""Coffee maker"", ""Free street parking"", ""Heating"", ""Paid parking on premises"", ""Hair dryer"", ""Kitchen"", ""Crib"", ""Dishes and silverware"", ""Host greets you""]",1776.0,1,90,4.48,4.48,4.36,4.8,4.74,4.75,4.53,True,7,7,0,0,0.9171974522292994,0.908653846153846,6.0
